orgnr,navn,orgform,ansatte,naeringskode,adresse,postnr,poststed,telefon,hjemmeside,antallUnderenheter
"919545526","STRAND HOTEL FEVIK EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 125","6419","MOLDE","","","1"
"922856834","STRANDE","ENK","","Grunnarbeid","Fannefjordsvegen 346","6421","MOLDE","","","1"
"916342802","STRANDE EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Romsdalsgata 3","6413","MOLDE","","","1"
"931034243","STRANDE HOLDING AS","AS","","Uoppgitt","Fannefjordsvegen 346","6421","MOLDE","","","0"
"925500666","STRANDE TAXI","ENK","14","Passasjertransport på forespørsel utført av fører med kjøretøy","Romsdalsgata 3","6413","MOLDE","","","1"
"990964866","STRANDENS CATERING OG SELSKAPSMAT","ENK","","Catering for arrangementer","Henrik Ibsens veg 5","6413","MOLDE","","","1"
"988642355","STRANDGATA 13 AS","AS","","Utleie av egen eller leid fast eiendom","Strandgata 13","6415","MOLDE","","","1"
"929426304","STRANDGATA 9-11 MOLDE AS","AS","","Eiendomsforvaltning på oppdrag","Hamnegata 35","6413","MOLDE","","","1"
"977232473","STRANDGT 1 AS","AS","","Utleie av egen eller leid fast eiendom","Nøisomhed","6405","MOLDE","71 20 11 75","","1"
"986966994","STRANDLÅVEN EIENDOM AS","AS","","Drift av vandrerhjem og ferieleiligheter","","6460","EIDSVÅG I ROMSDAL","","","1"
"827432032","STRANDVEIEN 20 AS","AS","","Utleie av egen eller leid fast eiendom","c/o Norsk Mineral AS Eikremsvingen 9","6422","MOLDE","","","1"
"936569099","STRATEGI AS","AS","","Uoppgitt","Trastalia 27","6412","MOLDE","","","1"
"926367951","STRESS AS","AS","","Uoppgitt","c/o Stig Arve Malmedal Forhjellen 24","6411","MOLDE","","","0"
"934195000","STRK AS","AS","","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer","Julsundvegen 14","6412","MOLDE","","","1"
"928725103","STRØMMEN CONSULTANCY","ENK","","Bedriftsrådgivning og annen administrativ rådgivning","Brattåsen 12","6423","MOLDE","","","1"
"970289860","STRØMMEN TAKST","ENK","","Eiendomsforvaltning på oppdrag","Glomstuvegen 42D","6412","MOLDE","","www.strommentakst.no","1"
"923713573","STUB INVEST AS","AS","","Detaljhandel med motorvogner","Moldelivegen 36A","6413","MOLDE","","","0"
"980008800","STUDIO 11 Elisabeth Marie Rødseth","ENK","","Annen undervisning innenfor kultur","Adjunkt Dørums gate 16","6413","MOLDE","71 21 18 50","","0"
"993119628","STUDIO ISTAD","ENK","","Fotografvirksomhet","Raneshøgda 4","6456","SKÅLA","","www.studioistad.no","1"
"924814721","STUDIO K MOLDE KIM STIAN HOEL LANGÅS","ENK","","Produksjon og utgivelse av musikk- og lydopptak","Eikremsvingen 3","6422","MOLDE","","","0"
"933156303","STUDIO KILPELÄINEN","ENK","","Arkitektvirksomhet","c/o Studio Kilpeläinen Parkvegen 32","6413","MOLDE","","","1"
"931424815","STUEVOLLEN AS","AS","","Utleie av egen eller leid fast eiendom","Røbekkhagen 26","6421","MOLDE","","","1"
"936218687","STUEVOLLEN PARK 2 AS","AS","","Kjøp og salg av egen fast eiendom","Storgata 11","6413","MOLDE","","","1"
"921400950","STUEVOLLVEGEN 6 AS","AS","","Utleie av egen eller leid fast eiendom","Stuevollvegen 6","6412","MOLDE","","","1"
"920942210","STURLA STEINSVIK","ENK","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 172","6422","MOLDE","","","1"
"983893813","STØLEN AUTOREP","ENK","","Reparasjon og vedlikehold av motorvogner","Midøyvegen 321","6475","MIDSUND","71 27 96 59","","1"
"935631823","STØREN HOLDING AS","AS","","Uoppgitt","Boråsvegen 3","6415","MOLDE","","","1"
"917875073","STØTAR AS","AS","","Opplevelsesaktiviteter","Sivertvegen 9","6414","MOLDE","","","0"
"989520660","STÅL ANDERSEN KJØRESKOLE","ENK","","Undervisning ved godkjente trafikkskoler","Bekkevollvegen 11","6414","MOLDE","71 21 17 93","","1"
"925906115","STÅL AS","AS","","Uoppgitt","c/o Svein Hartvig Pettersson Øverbøen 22","6411","MOLDE","","","1"
"991316981","SUBAJINI HEGGDAL FYSIOTERAPI","ENK","","Fysioterapi- og ergoterapitjenester","Holvegen 8","6414","MOLDE","","www.moldefysikalske.no","1"
"921594674","SUMMERIA AS","AS","","Regnskapsføring og bokføring","Storgata 9","6413","MOLDE","","www.summeria.no","1"
"927085852","SUMRANRIT THAI MAT","ENK","","Engroshandel med bredt utvalg av nærings- og nytelsesmidler","Innsidevegen 923","6475","MIDSUND","","","1"
"986954015","SUN COACHING Øystein Kalseth","ENK","","Bedriftsrådgivning og annen administrativ rådgivning","Reinhold Zieglers veg 21A","6414","MOLDE","21 69 34 55","www.suncoaching.no","0"
"988082007","SUND SJØSERVICE AS","AS","","Fiske og fangst i sjø","Djupdalsvegen 6","6411","MOLDE","71 25 23 19","www.sundsjoe.no","1"
"933982661","SUNDE BF","ENK","","Detaljhandel med motorvogner","Fasanvegen 16","6416","MOLDE","","","1"
"989144812","SUNDE EIENDOM HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","Hamnegata 35","6413","MOLDE","71 25 77 55","","1"
"832681202","SUNDE SJØVARME AS","AS","","Handel med elektrisitet","Hamnegata 35","6413","MOLDE","","","1"
"827512982","SUNDE TREVARE","ENK","","Produksjon av møbler","Smievegen 6","6421","MOLDE","","","0"
"935280915","SUNNIVA KÅRSTEIN","ENK","","Produksjon av film, video og fjernsynsprogrammer","Anevegen 6","6410","MOLDE","","","1"
"935051118","SUNNIVA NERBØVIK LØKHAUG","ENK","","Pr og kommunikasjonstjenester","Solbakken 12","6429","MOLDE","","","1"
"980099520","SUPPORTERSHOP MOLDE AS","AS","","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","Julsundvegen 14","6412","MOLDE","","","1"
"820155432","SVALBARD UNITED AS","AS","","Produksjon og utgivelse av musikk- og lydopptak","c/o Trond Tornes Røbergvegen 64","6475","MIDSUND","","","1"
"928169308","SVART SALT, LINDSTAD","ENK","","Detaljhandel med klær","Nakkvegen 91","6455","KORTGARDEN","","","1"
"921708106","SVARTOKSEN HOLDING AS","AS","","Uoppgitt","Prestegardsskogen 3A","6420","MOLDE","","","0"
"929374770","SVEAS INVEST AS","AS","","Byggeteknisk konsulentvirksomhet","Einar O. Bergs veg 6A","6423","MOLDE","","","1"
"971580569","SVEEN INV AS","AS","","Bedriftsrådgivning og annen administrativ rådgivning","Peter Solemdals veg 1","6414","MOLDE","71216030","","1"
"920142168","SVEGA SIGMA AS","AS","","Uoppgitt","Sjøvikvegen 67","6475","MIDSUND","","","0"
"981220552","SVEIN ARNE NESJE TAKSTMANN MNTF","ENK","","Byggeteknisk konsulentvirksomhet","Sørnesjevegen 8","6456","SKÅLA","71 24 06 51","","0"
"923820914","SVEIN BAKKEN TAXI","ENK","","Passasjertransport på forespørsel utført av fører med kjøretøy","Fannebostadvegen 15B","6423","MOLDE","","","1"
"988878197","SVEIN HARALD VESTAD","ENK","","Grunnarbeid","Håkon Herdebreis veg 809","6418","SEKKEN","71 24 78 36","","1"
"926894900","SVEIN INGE BØE","ENK","","Reparasjon og vedlikehold av motorvogner","Vestre Mellomveg 3","6416","MOLDE","","","0"
"976019490","SVEIN KÅRE GAUTVIK","ENK","","Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon","Røbekkvegen 13","6421","MOLDE","71 24 46 21","","0"
"913164474","SVEIN LØKHAUG","ENK","","Fysioterapi- og ergoterapitjenester","Ravnebakken 38","6425","MOLDE","","","1"
"990163537","SVEIN MAGNE ENGDAHL TAXI","ENK","","Passasjertransport på forespørsel utført av fører med kjøretøy","Tore Lillebostads veg 17","6457","BOLSØYA","","","1"
"979841086","SVEIN MATHISEN AS","AS","","Utleie av egen eller leid fast eiendom","Eidsvåg","6460","EIDSVÅG I ROMSDAL","","","1"
"979477384","SVEIN NORDHAUG","ENK","","Avvirkning","Jernverksvegen 115","6453","KLEIVE","71 24 73 86","","0"
"969177455","SVEIN OG BJØRNAR ØVERÅS ANS","ANS","","Melkeproduksjon på storfe og oppdrett av melkekyr","","6470","ERESFJORD","71 23 41 35","","1"
"969129574","SVEIN SANDNES","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Langevegen 122","6364","VISTDAL","","","1"
"974391945","SVEINUNG LILLEBØ","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Gangstadvegen 29","6475","MIDSUND","71 27 97 43","","0"
"959186952","SVELA CONSULTANTS AS","AS","","Annen teknisk konsulentvirksomhet","Jodalen","6460","EIDSVÅG I ROMSDAL","71 23 28 04","","1"
"834261952","SVENDSEN FRIDA","ENK","","Treningssentervirksomhet","Fannebostadvegen 19","6423","MOLDE","","","1"
"937880790","SVENSLI MULTISERVICE","ENK","","Grunnarbeid","Hammervollhagen 23","6460","EIDSVÅG I ROMSDAL","","","0"
"934655303","SVENSLI PLASSEN VED OG VEL","ENK","","Avvirkning","Svenslivegen 83","6460","EIDSVÅG I ROMSDAL","","","1"
"937146205","SVENSLI SERVICE","ENK","","Tjenester tilknyttet husdyrhold","Eidsvågvegen 85","6460","EIDSVÅG I ROMSDAL","","","1"
"983743633","SVERRE E MAUSETH AGENTUR","ENK","","Undervisning innenfor idrett og rekreasjon","Bastian Dahls veg 18","6415","MOLDE","","","1"
"997817761","SVERRE MAGNAR NILSSEN","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Hamnavikvegen 51","6456","SKÅLA","","","1"
"895555622","SVERRE SOLLI","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Istadvegen 912","6453","KLEIVE","","","1"
"919559381","SWIFT TAXI AS","AS","11","Drift av gods- og transportsentraler","Fannestrandvegen 63","6415","MOLDE","","swifttaxi.no","1"
"922847010","SYD MOLDE AS","AS","7","Drift av restauranter","Fjordgata 3","6413","MOLDE","","","1"
"984293410","SYKKELHUSET AS","AS","","Detaljhandel med sportsvarer","Fannestrandvegen 53","6415","MOLDE","71 20 02 20","","1"
"984709560","SYLTE EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Myrabakken 1","6413","MOLDE","71 24 20 50","","1"
"993406546","SYLTE EIENDOM INVEST AS","AS","","Utleie av egen eller leid fast eiendom","Myrabakken 1","6413","MOLDE","71 24 20 50","","0"
"927897008","SYLTE SOLUTIONS","ENK","","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer","Tranebærvegen 11","6429","MOLDE","","sylte.dev","1"
"964482799","SYLTEBØ DRIFT ANS","ANS","","Utleie av arbeidskraft og andre personaladministrative tjenester","","6470","ERESFJORD","","","1"
"993460982","SYLTEOSEN EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","c/o Barsten Regnskap AS Julsundvegen 14","6412","MOLDE","","","1"
"933156028","SYLTEOSEN INVEST AS","AS","","Produksjon av ferdigblandet betong","c/o Barsten Regnskap AS Julsundvegen 14","6412","MOLDE","","","1"
"926761315","SYLTEVIG RESPONS","ENK","","Annen undervisning ellers","Amtmannvegen 36","6419","MOLDE","","","0"
"926836439","SYLTHE STRINGSERVICE","ENK","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk","Fjellbruvegen 18","6415","MOLDE","","","0"
"928832759","SYN ØYEKLINIKK AS","AS","","Spesialiserte legetjenester, unntatt psykiatriske legetjenester","Rektor Brinchmanns gate 1","6413","MOLDE","","","1"
"914549965","SYNNE BRUNVOLL AS","AS","","Andre egeninvesteringsselskaper","Birkelandvegen 24","6416","MOLDE","","","0"
"928869466","SYNNE RØBEKK","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Østre Plassveg 42","6415","MOLDE","","","0"
"976432487","SYNNØVE AASEN","ENK","","Fysioterapi- og ergoterapitjenester","Torget 1","6413","MOLDE","","","1"
"922922470","SYSE CRO","ENK","","Andre tjenester tilknyttet undervisning ikke nevnt annet sted","Fagerlivegen 27","6414","MOLDE","","","1"
"835524582","SZYMANSKI SERVICEINNOVASJON","ENK","","Oppføring av bygninger","Gruvvegen 6","6462","RAUDSAND","","","1"
"823590792","SÆRVOLD KONSULT","ENK","","Annen forretningsmessig tjenesteyting ikke nevnt annet sted","Tore Lillebostads veg 5","6457","BOLSØYA","","","0"
"969396580","SÆTER GARD LILLEBOSTAD","ENK","","Utleie av egen eller leid fast eiendom","Eikesdalsvegen 2764","6472","EIKESDAL","71 23 45 25","","1"
"869484652","SÆTER JON","ENK","","Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon","Eikesdalsvegen 2762","6472","EIKESDAL","","","1"
"918389857","SÆTER MASKIN","ENK","","Grunnarbeid","Hungnesvegen 7","6450","HJELSET","","","1"
"882155242","SÆTRING AS","AS","","Andre egeninvesteringsselskaper","Cecilienfrydvegen 3B","6412","MOLDE","","","1"
"923357602","SØBSTAD EIENDOM","ENK","","Utleie av egen eller leid fast eiendom","Glomstuvegen 4A","6412","MOLDE","","","1"
"962927211","SØDALEN EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","c/o Leif Jostein Borgestrand Torleifvegen 3","6416","MOLDE","","","1"
"926899163","SØLSNES GÅRD INGUNN MOLDEN SYLTE","ENK","","Sauehold","Sølsnesvegen 75","6456","SKÅLA","","","1"
"820805402","SØLVDAMMEN AS","AS","","Utvikling og salg av byggeprosjekter","Vestre Mellomveg 9","6416","MOLDE","","","1"
"937902433","SØLVIK VARETAXI AS","AS","","Godstransport på vei","Stensåberget 18","6456","SKÅLA","","","0"
"913837673","SØNDRE NESET EIENDOM PER CHRISTIAN RØVIKHAGEN","ENK","","Utleie av egen eller leid fast eiendom","Røvikhagen 75","6456","SKÅLA","","","0"
"888296182","SØRE MIDØY SAMDRIFT DA","DA","","Utleie av egen eller leid fast eiendom","Nesoddvegen 12","6475","MIDSUND","","","1"
"987847174","SØRENSEN HOLDING","ENK","","Utleie av arbeidskraft og andre personaladministrative tjenester","Fagerlivegen 33","6414","MOLDE","71 25 19 62","","1"
"931778056","SØRGAARD HOLDING AS","AS","","Uoppgitt","Blokkebærvegen 15","6429","MOLDE","","","0"
"922753768","SØRLIE HOLDING AS","AS","","Uoppgitt","Utsidevegen 37","6475","MIDSUND","","","0"
"921546149","SØRSETH CONSULTING","ENK","","Bedriftsrådgivning og annen administrativ rådgivning","Fjellskaret 15","6416","MOLDE","","","0"
"924927208","SØSKENBARNENE LANGSET AS","AS","","Bedriftsrådgivning og annen administrativ rådgivning","Gammelseterlia 5","6422","MOLDE","","","0"
"968850245","SØSTRENE AS","AS","8","Detaljhandel med nærings- og nytelsesmidler ellers","Lingedalsveien 6-10","6415","MOLDE","71 21 81 70","","1"
"921965397","SØVIK SKI OG FJELLSPORT","ENK","","Guide- og reiseledervirksomhet","Orrevegen 21","6425","MOLDE","","","1"
"936896952","SØVIK STRIKK","ENK","","Bedriftsrådgivning og annen administrativ rådgivning","Tyttebærsvingen 24","6429","MOLDE","","","1"
"871172072","SAAE AS","AS","","Uoppgitt","c/o Odd Kåre Stormyr Ljøstavegen 68","6460","EIDSVÅG I ROMSDAL","22602841","","0"
"996306267","T STØLEN INVEST AS","AS","","Andre egeninvesteringsselskaper","Sjøslettevegen 65","6475","MIDSUND","","","0"
"899262522","T-A INVEST AS","AS","","Andre egeninvesteringsselskaper","c/o Torstein Alstad Hammervollhagen 14","6460","EIDSVÅG I ROMSDAL","71 23 21 81","","0"
"935129273","T-A SAGLI","ENK","","Oppføring av bygninger","Osvegen 473","6453","KLEIVE","","","1"
"936708722","T. ANGELL HANDEL AS","AS","21","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","Oscar Hanssens veg 11","6415","MOLDE","","","1"
"926780778","T. BREVIK","ENK","","Produksjon av andre bygningsartikler","Vikdalsvegen 20","6456","SKÅLA","","","0"
"929708482","T. KULPERUD - TØMRERTJENESTER OG HANDYMAN","ENK","","Oppføring av bygninger","Boråsvegen 64A","6415","MOLDE","","","1"
"835476812","T. TALSETH SERVICE OG VEDLIKEHOLD","ENK","","Eiendomsforvaltning på oppdrag","Istadlivegen 85","6453","KLEIVE","","","1"
"916580452","T.A HATLELID","ENK","","Oppføring av bygninger","Steinløysvegen 69","6453","KLEIVE","","","0"
"937001673","TAKKA AS","AS","","Produksjon av brød og ferske konditorvarer","Boråsvegen 7","6415","MOLDE","","","1"
"987773596","TAKST OG EIENDOMSRÅDGIVNING AS","AS","","Eiendomsforvaltning på oppdrag","Fagerlivegen 7","6413","MOLDE","71 20 07 77","","1"
"984795920","TAKST OG PROSJEKTPARTNER. TAKSTMANN BERILD","ENK","","Eiendomsforvaltning på oppdrag","Fridtjof Nansens gate 1","6413","MOLDE","","www.tppartner.no","1"
"937147473","TAKSTINGENIØR HALTVIK AS","AS","","Byggeteknisk konsulentvirksomhet","Sirivegen 12","6411","MOLDE","","","1"
"975965600","TALITO INVEST AS","AS","","Utleie av egen eller leid fast eiendom","v/Egil Hoemsnes Glomstuvegen 40","6412","MOLDE","","","1"
"834636182","TALLPARTNER AS","AS","","Revisjon","Frænavegen 16","6415","MOLDE","","","1"
"893509852","TALSETH ELEKTROTJENESTER","ENK","","Kombinerte tjenester tilknyttet eiendomsdrift","Nøisomhedvegen 18","6419","MOLDE","71 21 17 13","","1"
"918603352","TANDE HOLDING AS","AS","","Andre egeninvesteringsselskaper","Boråsvegen 1","6415","MOLDE","","","0"
"931377531","TANGEN DRIFT","ENK","","Tjenester tilknyttet planteproduksjon","Raknesvegen 306","6475","MIDSUND","","","1"
"887073872","TANGEN FJELLSPORT","ENK","","Guide- og reiseledervirksomhet","Øverlandsvegen 32","6416","MOLDE","71 49 17 79","","1"
"937998554","TANGEN HONNING & BÆR","ENK","","","Eikremsvingen 20","6422","MOLDE","","","0"
"920441025","TANGEN KAPITAL AS","AS","","Uoppgitt","Dragarøra 2","6457","BOLSØYA","","","1"
"990788790","TANGEN MASKIN AS","AS","","Grunnarbeid","Raknesvegen 168","6475","MIDSUND","71 27 83 69","","1"
"927046547","TANGEN MULTISERVICE","ENK","","Oppføring av bygninger","Boråsvegen 55B","6415","MOLDE","","","1"
"971208406","TANGEN PER HALVOR","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Raknesvegen 296","6475","MIDSUND","","","1"
"921829515","TANGEN STIAN HÅBET","ENK","","Sauehold","Tangevegen 34","6475","MIDSUND","","","1"
"934915151","TANGEN TRAFIKK AS","AS","","Undervisning ved godkjente trafikkskoler","Krohnhøgda 3","6421","MOLDE","","","1"
"820442792","TANGLO AS","AS","","Andre egeninvesteringsselskaper","Nothusmarka 11","6457","BOLSØYA","","","1"
"936577474","TANJA LØNSETH","ENK","","Avvirkning","Fannefjordsvegen 627","6421","MOLDE","","","1"
"990457026","TANNLEGE AIRAN RASTEGARIAN","ENK","","Tannlegetjenester","Hamnegata 35","6413","MOLDE","71 25 15 18","","1"
"936465846","TANNLEGE AMANDA JOTEN TANGEN","ENK","","Tannlegetjenester","Sirivegen 25","6411","MOLDE","","","1"
"924279117","TANNLEGE ANAS ALSAADI","ENK","","Tannlegetjenester","Hamnegata 35","6413","MOLDE","","","1"
"937154364","TANNLEGE ANAS ALSAADI AS","AS","","Tannlegetjenester","Fuglsetbakken 39","6416","MOLDE","","","1"
"930953083","TANNLEGE ANNE JORUN HOL TANDE AS","AS","","Tannlegetjenester","Torget 2","6413","MOLDE","","","1"
"928647358","TANNLEGE ANNE-CHRISTEL REBNI","ENK","","Tannlegetjenester","Romsdalsgata 1","6413","MOLDE","","","1"
"988324558","TANNLEGE BJØRN HURLEN AS","AS","","Tannlegetjenester","Torget 2","6413","MOLDE","","","1"
"934887719","TANNLEGE BJØRN KLOKSET AS","AS","","Tannlegetjenester","Eidsvågvegen 30","6460","EIDSVÅG I ROMSDAL","","","1"
"890197582","TANNLEGE CHRISTINA JOHANNA LINDNER","ENK","","Tannlegetjenester","Storgata 52","6413","MOLDE","","","0"
"917484481","TANNLEGE ELISABET WELLE","ENK","","Tannlegetjenester","Myrabakken 5","6413","MOLDE","","","1"
"926380648","TANNLEGE GUNNHILD B. F. BJERKESET","ENK","","Tannlegetjenester","c/o Gunnhild B. F. Bjerkeset Øvre Istad veg 71","6453","KLEIVE","","","1"
"911941511","TANNLEGE HELENE HERJE AS","AS","","Tannlegetjenester","Myrabakken 5","6413","MOLDE","71 21 55 15","","1"
"935897416","TANNLEGE HÅVARD ENGEBRETSEN ZALIK HOLDING AS","AS","","Tannlegetjenester","Øverbøen 33","6411","MOLDE","","","1"
"920902952","TANNLEGE IDA KATRINE BØE","ENK","","Tannlegetjenester","Verftsgata 10","6416","MOLDE","","","1"
"990474966","TANNLEGE INGVILD VIKEN","ENK","","Tannlegetjenester","Torget 1","6413","MOLDE","71 21 93 85","","1"
"898089622","TANNLEGE KJERSTI ABRAHAMSEN AS","AS","","Tannlegetjenester","Torget 2","6413","MOLDE","71 21 82 01","","1"
"889168382","TANNLEGE KVAM AS","AS","","Tannlegetjenester","Storgata 56","6413","MOLDE","71 25 77 80","","1"
"913747887","TANNLEGE LISE BJORDAL FURSET","ENK","","Tannlegetjenester","Hamnegata 47","6413","MOLDE","71 25 53 00","","1"
"995251191","TANNLEGE MARIANNE STANDAL","ENK","","Tannlegetjenester","Romsdalsgata 1","6413","MOLDE","71 25 18 32","","1"
"998502187","TANNLEGE MARIT SIVERTSEN AS","AS","","Tannlegetjenester","Torget 1","6413","MOLDE","","","1"
"915096344","TANNLEGE MARTE KJERSHEIM","ENK","","Tannlegetjenester","Myrabakken 5","6413","MOLDE","","","1"
"982415578","TANNLEGE OLE SIGURD VISNES TANNLEGEKONTORET MOLDE BRYGGE","ENK","","Tannlegetjenester","Julsundvegen 2","6412","MOLDE","71 21 04 06","","1"
"981821769","TANNLEGE RAGNHILD SENNESET RINDARØY","ENK","","Tannlegetjenester","Torget 1","6413","MOLDE","71 24 55 00","","1"
"912092666","TANNLEGE SIGRID KJÆRLAND","ENK","","Tannlegetjenester","Verftsgata 10","6416","MOLDE","","","1"
"990197784","TANNLEGE TURID SMÅGE","ENK","","Tannlegetjenester","Romsdalsgata 1","6413","MOLDE","71 25 18 32","","1"
"928647323","TANNLEGE ØYVIND KRISTOFFERSEN","ENK","","Tannlegetjenester","Romsdalsgata 1","6413","MOLDE","","","1"
"923853057","TANNLEGEKONTORET MOLDE BRYGGE AS","AS","7","Tannlegetjenester","Julsundvegen 2","6412","MOLDE","","","1"
"913322541","TANNLEGEKONTORET MOLDE BRYGGE EIGEDOM AS","AS","","Utleie av egen eller leid fast eiendom","Julsundvegen 2","6412","MOLDE","","","1"
"914840740","TANNLEGENE I MYRABAKKEN AS","AS","7","Tannlegetjenester","Myrabakken 5","6413","MOLDE","","","2"
"952625187","TANNLEGESENTERET AS","AS","","Tannlegetjenester","Myrabakken 5","6413","MOLDE","71 21 85 50","","1"
"915435599","TAPP AS","AS","17","Drift av restauranter","Storgata 27","6413","MOLDE","","","1"
"914144159","TARJEI SKOTHEIMSVIK","ENK","","Allmennlegetjenester","Sollivegen 86","6414","MOLDE","","","1"
"935864089","TAWAN THAI MASSASJE ANDERSSON","ENK","","Aktiviteter i dagspa, badstue og dampbad","Romsdalsgata 22","6415","MOLDE","","","1"
"926288318","TAXI MASUOD MASIHA","ENK","","Passasjertransport på forespørsel utført av fører med kjøretøy","Frænavegen 6","6415","MOLDE","","","1"
"992107669","TB BILSENTER AS","AS","12","Reparasjon og vedlikehold av motorvogner","Eikremsvingen 4","6422","MOLDE","71 21 86 50","","1"
"812555022","TB.HOLDING AS","AS","","Andre egeninvesteringsselskaper","Bjørkevegen 12","6419","MOLDE","99 74 66 03","","0"
"921978227","TCHM HOLDING AS","AS","","Uoppgitt","Sollivegen 62","6414","MOLDE","","","0"
"989001507","TCK INVEST AS","AS","","Grunnarbeid","Idrettsvegen 9","6413","MOLDE","71 21 46 25","","0"
"983951295","TE MA AUTO Terje Malme","ENK","","Detaljhandel med motorvogner","Kåre Solhjells veg 2","6415","MOLDE","71 26 59 98","","1"
"820649672","TEAM ADMIN AS","AS","7","Bedriftsrådgivning og annen administrativ rådgivning","Birger Hatlebakks veg 5","6415","MOLDE","","","1"
"836905342","TEAM LYS 1 AS","AS","","Uoppgitt","Bekkevollvegen 15B","6414","MOLDE","","","1"
"817233562","TEAM RÅDGIVING MARIANNE BOLGHAUG","ENK","","Annen undervisning ellers","Julsundvegen 89","6412","MOLDE","","Team-radgiving.no","0"
"933483452","TEAM TRAFIKKSKOLE AS","AS","","Annen trafikkskoleundervisning","Birger Hatlebakks veg 20","6415","MOLDE","","","0"
"837668212","TEAM TRAFIKKSKOLE AS","AS","6","Undervisning ved godkjente trafikkskoler","Birger Hatlebakks veg 22","6415","MOLDE","71 25 63 69","","1"
"927168065","TEAM VANGEN AS","AS","","Uoppgitt","Bekkevollvegen 13D","6414","MOLDE","","","0"
"912041166","TECTRANS AS","AS","","Annen teknisk konsulentvirksomhet","Fannestrandvegen 85","6416","MOLDE","","","1"
"917309477","TEGN EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Vestre Mellomveg 9","6416","MOLDE","","","0"
"913337778","TEGNEKONTORET THOMASGÅRD","ENK","","Industri-, produkt- og motedesignvirksomhet","Lergrovikvegen 8","6419","MOLDE","","","0"
"912355470","TEIGENE BOLIGFELT AS","AS","","Utvikling og salg av byggeprosjekter","Glomstuvegen 4B","6412","MOLDE","","","1"
"933247732","TEINEBÅT AS","AS","","Fiske og fangst i sjø","Torget 4","6413","MOLDE","","","1"
"936147127","TEK TO AGENCY ANS","ANS","","Annen teknisk konsulentvirksomhet","Mekvorpvegen 15","6411","MOLDE","","","1"
"933250318","TEKLEMARIAM","ENK","","Passasjertransport på forespørsel utført av fører med kjøretøy","Birkelandvegen 47","6423","MOLDE","","","1"
"934610237","TEKLEMARIAM BYTTINGSVIK ARKIV","ENK","","Fotografvirksomhet","Lillevikvegen 3","6412","MOLDE","","","1"
"937002580","TEKLEMARIAM BYTTINGSVIK ARKIV AS","AS","","Fotografvirksomhet","Oscar Hanssens veg 7","6415","MOLDE","","","1"
"997085744","TEKNIKA AS","AS","","Rørleggerarbeid","Plutovegen 5","6419","MOLDE","71 40 40 00","","1"
"993001945","TEKSPORT AS","AS","","Dataprogrammeringstjenester","Tinthamran 7","6412","MOLDE","22 41 15 00","www.vismox.com","1"
"986572376","TEKST OG RÅD FRODE RABBEVÅG","ENK","","Pr og kommunikasjonstjenester","Bekkevollvegen 19","6414","MOLDE","","","1"
"913957490","TELO RÅDGIVNING AS","AS","","Byggeteknisk konsulentvirksomhet","Øygardsvegen 15","6453","KLEIVE","","","1"
"931462881","TENKI DA","DA","","Reklamebyråvirksomhet","c/o Håkon Gravninen Johannessen Raumavegen 2","6410","MOLDE","","","0"
"924378034","TEPPEHUSET AS","AS","","Detaljhandel med tapet, gulvtepper og gulvbelegg","Fannestrandvegen 134","6419","MOLDE","71 21 22 00","","1"
"975895211","TEPPESERVICE Finn Hansen","ENK","","Gulvlegging og tapetsering","Ravnebakken 36","6425","MOLDE","71 21 21 58","","1"
"935860784","TERANA AS","AS","","Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester","Kringstadvegen 42","6411","MOLDE","","","1"
"989360809","TERJE ASPÅS","ENK","","Tjenester tilknyttet planteproduksjon","Høglivegen 18B","6450","HJELSET","","","0"
"930689475","TERJE HOLT HOLDING AS","AS","","Tannlegetjenester","c/o Tannlege Terje Holt AS Bjørnstjerne Bjørnsons veg 12","6412","MOLDE","","","0"
"935346622","TERJE HOLT KLINIKKEN AS","AS","","Tannlegetjenester","Bjørnstjerne Bjørnsons veg 12","6412","MOLDE","","","1"
